Customer_ID,Sign_up_date,Last_order_placed_date,No_of_orders_placed,Maximum_bill,Minimum_bill,No_of_Review_given,No_of_Comment_added,No_of_Images_added,No_of_issues_raised,Orders_returned,Category_of_customers,Gender,Premium,Gift_card_amount
ID0x299c,09/07/2019 06:12 PM,10/23/2020 01:47 AM,80,981.26,137.0,35.0,13,13.0,11,3,Active,Male,No,76
ID0x3e0a,12/11/2013 03:59 AM,07/25/2016 10:33 AM,64,1121.42,270.0,24.0,16,6.0,2,1,Passive,Male,Yes,90
ID0x3855,05/12/2014 10:45 AM,10/25/2016 05:04 PM,27,481.18,120.81,12.0,3,2.0,4,0,Passive,Female,No,22
ID0x23ab,08/10/2015 03:49 AM,08/17/2020 09:53 PM,328,1595.24,305.45,128.0,79,32.0,27,8,Active,Female,No,137
ID0x3336,02/01/2018 10:33 PM,02/25/2020 10:57 AM,62,279.82,278.0,28.0,14,8.0,6,2,Active,Male,No,82
ID0xa80,05/21/2014 01:23 PM,06/15/2016 02:19 AM,80,745.91,138.0,44.0,14,6.0,15,2,Passive,Female,No,43
ID0x1690,08/13/2011 11:37 AM,11/01/2015 05:48 AM,140,597.2,153.68,60.0,19,17.0,16,6,Passive,Female,No,140
ID0x38cb,06/25/2018 06:09 AM,11/05/2018 12:48 PM,69,455.62,172.0,33.0,9,4.0,11,2,,Female,No,22
ID0x488,08/26/2012 04:25 AM,11/21/2013 09:26 AM,56,1126.41,281.0,23.0,11,7.0,9,1,Inactive,Male,No,25
ID0x334c,07/28/2018 11:52 AM,07/06/2019 03:39 PM,333,366.14,133.13,,5,5.0,3,1,Active,Female,No,54
ID0x3db9,09/17/2015 03:32 AM,,48,718.1,94.01,19.0,10,8.0,9,2,Passive,Male,Yes,81
ID0x2338,08/30/2012 06:22 PM,06/13/2016 08:39 AM,308,1900.48,327.78,178.0,72,36.0,59,6,Passive,Female,No,112
ID0xe5f,05/26/2019 08:18 PM,01/15/2020 10:58 PM,60,300.21,165.0,29.0,11,5.0,9,1,Active,Female,No,115
ID0x9f7,10/28/2013 04:12 AM,12/04/2013 08:19 AM,67,590.0,218.0,22.0,16,6.0,15,2,Inactive,Male,No,26
ID0x1cfd,05/20/2010 08:44 PM,07/07/2013 01:35 PM,94,1118.58,266.0,48.0,21,12.0,20,2,Inactive,Male,No,34
ID0x3cf0,10/12/2014 04:24 PM,02/26/2021 10:45 AM,224,1477.66,160.05,109.0,44,19.0,48,9,Active,Male,No,108
ID0x3892,12/26/2016 02:31 PM,04/10/2017 06:47 AM,21,168.26,225.13,9.0,5,1.0,1,0,Passive,Male,Yes,75
ID0x1bd5,12/20/2015 01:12 PM,05/09/2019 05:04 AM,343,2397.28,212.14,124.0,61,51.0,67,6,Active,Male,No,133
ID0x2398,02/14/2019 03:14 AM,03/09/2020 10:59 PM,78,291.21,251.0,36.0,20,13.0,7,2,Active,Female,Yes,92
ID0x3001,09/14/2017 01:33 PM,01/17/2018 02:55 PM,40,149.54,153.76,15.0,10,3.0,1,0,Passive,Male,Yes,51
ID0xc99,10/11/2013 06:44 PM,10/21/2013 04:44 PM,73,1067.4,143.0,41.0,8,6.0,7,0,Inactive,Female,Yes,92
ID0xc51,10/21/2011 12:55 AM,03/06/2020 05:21 PM,248,221.15,87.56,82.0,53,25.0,107,0,Active,Male,Yes,182
ID0x343f,07/02/2014 12:52 PM,08/08/2016 03:32 PM,45,861.9,141.56,16.0,9,7.0,2,2,Passive,Male,Yes,84
ID0x1553,04/19/2015 10:53 PM,06/17/2016 10:31 AM,39,744.07,82.13,15.0,7,5.0,3,1,Passive,Female,Yes,67
ID0x2e11,09/20/2013 08:58 AM,,46,286.43,225.95,23.0,8,4.0,6,2,Passive,Female,No,52
ID0x2c09,11/29/2015 10:26 AM,10/13/2020 11:51 AM,139,2421.26,142.89,57.0,30,11.0,8,0,Active,Female,No,121
ID0x2105,12/17/2010 02:21 AM,04/05/2014 08:47 PM,78,620.2,80.0,35.0,11,8.0,18,3,Inactive,Male,No,21
ID0x1d1f,08/22/2019 03:23 PM,09/03/2019 06:00 AM,68,607.68,117.0,27.0,12,10.0,11,0,Active,Male,No,115
ID0x1d05,10/11/2016 07:37 PM,06/06/2017 01:45 AM,72,264.46,202.0,37.0,10,11.0,11,0,Passive,Male,No,64
ID0x64e,11/23/2018 04:15 PM,01/08/2020 04:15 AM,72,702.61,278.0,34.0,18,3.0,12,1,Active,Male,No,63
ID0x1443,09/06/2011 03:54 AM,01/24/2017 12:28 AM,81,987.21,145.0,31.0,16,7.0,10,3,,Male,No,42
ID0x1a54,11/14/2019 01:47 AM,01/04/2020 04:17 AM,61,125.07,178.0,28.0,14,4.0,14,0,Active,Male,Yes,86
ID0x12e5,06/19/2019 12:14 PM,08/18/2019 09:34 PM,34,326.18,187.01,12.0,5,1.0,7,0,Active,Male,No,24
ID0x3407,05/08/2014 07:36 AM,01/17/2015 04:40 PM,78,282.38,269.0,41.0,13,8.0,4,2,Passive,Male,No,67
ID0x3b9b,07/07/2019 08:58 AM,06/08/2020 07:43 AM,52,372.19,223.0,,10,,5,1,Active,Male,Yes,85
ID0x136a,06/28/2013 05:03 AM,08/31/2013 02:29 PM,52,427.88,95.0,28.0,11,7.0,9,2,Inactive,Male,No,21
ID0x1b94,01/07/2015 11:49 PM,12/06/2015 05:30 AM,62,938.78,195.0,30.0,11,6.0,5,0,Passive,Female,No,69
ID0x39fa,07/06/2019 02:37 PM,08/07/2020 10:24 AM,66,1019.34,88.0,21.0,15,8.0,12,3,Active,Female,No,77
ID0x2bb9,05/03/2015 07:45 PM,03/23/2019 03:09 AM,322,2658.76,197.38,136.0,64,,22,7,Active,Female,No,115
ID0x2de1,02/21/2018 11:20 AM,12/13/2020 01:24 PM,286,1877.56,289.01,97.0,45,48.0,43,14,Active,Female,No,145
ID0x3935,09/10/2014 07:05 PM,,214,353.24,140.95,115.0,43,14.0,38,1,Active,Male,Yes,186
ID0x1f7e,11/23/2011 09:55 AM,06/30/2020 05:36 PM,277,427.58,142.62,152.0,34,49.0,20,0,Active,Male,No,89
ID0x163a,04/26/2015 09:30 AM,07/30/2020 02:13 PM,161,1581.37,110.77,86.0,41,27.0,24,3,Active,Female,No,94
ID0x2a65,11/08/2012 04:51 PM,03/28/2016 02:59 AM,171,852.18,261.68,,22,20.0,14,2,Passive,Female,No,110
ID0x1d49,05/04/2010 11:26 AM,07/31/2020 11:58 PM,92,257.76,104.0,35.0,12,8.0,17,4,Active,Male,No,90
ID0x3f7b,04/02/2019 12:13 PM,05/23/2019 12:29 AM,78,,167.0,37.0,11,6.0,16,4,Active,Male,Yes,101
ID0x2476,10/02/2016 11:41 PM,01/02/2017 12:21 AM,66,419.21,188.0,25.0,14,7.0,4,2,Passive,Female,No,66
ID0x23af,01/15/2020 10:03 PM,05/25/2020 11:57 PM,56,387.77,111.0,27.0,10,4.0,13,2,Active,Male,No,80
ID0x4ea,06/18/2012 08:41 AM,01/05/2021 03:12 AM,195,2350.87,144.61,108.0,36,17.0,17,7,Active,Female,No,76
ID0x9c0,12/24/2017 11:46 AM,06/12/2018 01:12 AM,68,526.34,196.0,29.0,13,8.0,3,1,Passive,Male,No,47
ID0x2303,05/28/2017 01:51 PM,06/02/2018 01:24 PM,80,1103.25,286.0,43.0,12,5.0,14,0,Passive,Male,Yes,52
ID0x2a2a,11/06/2012 09:36 AM,02/19/2014 12:52 AM,28,573.32,98.88,14.0,6,2.0,5,1,Inactive,Male,No,29
ID0x1cd0,12/27/2017 08:05 PM,,78,468.01,218.0,36.0,13,4.0,8,2,Active,Female,No,78
ID0x2e9d,02/15/2019 05:25 AM,07/12/2020 09:25 AM,30,860.12,225.02,16.0,4,2.0,6,0,Active,Female,No,73
ID0x1d2f,06/21/2015 02:32 PM,02/10/2017 08:08 AM,56,122.62,235.0,23.0,6,9.0,8,2,Passive,Female,No,27
ID0x2671,01/20/2014 02:02 AM,10/12/2019 06:40 PM,305,2269.46,140.43,136.0,74,31.0,70,8,Active,Male,Yes,185
ID0xcfb,04/11/2014 01:24 AM,04/25/2017 12:12 PM,256,2534.56,257.62,118.0,32,15.0,27,10,Passive,Male,Yes,73
ID0x328f,06/16/2012 04:25 PM,11/14/2018 09:24 PM,187,377.06,145.26,,23,29.0,11,4,Passive,Male,No,88
ID0x27b2,03/24/2019 05:36 PM,07/10/2020 05:01 PM,37,321.42,200.54,11.0,8,6.0,2,1,Active,Male,No,38
ID0x3976,07/21/2015 06:37 AM,02/17/2019 07:07 PM,335,2221.49,135.69,107.0,81,,38,5,Active,Male,Yes,151
ID0x1ffa,03/19/2015 02:19 AM,04/11/2015 06:41 PM,34,873.41,92.52,12.0,8,4.0,4,0,Passive,Male,No,33
ID0x2274,05/20/2015 05:43 PM,09/16/2017 06:45 AM,21,839.12,119.43,6.0,3,2.0,1,0,Passive,Male,Yes,95
ID0xfa7,,08/07/2020 10:09 PM,310,894.41,176.73,140.0,60,21.0,68,13,Active,Female,No,79
ID0x2021,05/09/2018 05:56 AM,08/13/2018 12:02 PM,49,180.76,207.19,19.0,7,7.0,11,2,Passive,Male,No,51
ID0x21d5,12/13/2018 06:06 PM,01/18/2021 07:49 AM,69,585.76,281.0,37.0,16,11.0,13,0,Active,Male,No,72
ID0x3fde,08/25/2012 12:35 PM,06/06/2014 09:17 PM,20,803.06,108.91,8.0,4,2.0,1,0,Inactive,Male,Yes,71
ID0x2dac,03/16/2015 01:39 AM,10/07/2018 01:01 PM,268,1057.86,150.41,102.0,68,35.0,43,6,Passive,Male,No,107
ID0x93b,05/17/2015 01:46 AM,07/22/2020 04:02 AM,266,,330.71,104.0,69,15.0,38,2,Active,Male,No,114
ID0x19a4,11/23/2011 09:28 PM,11/08/2019 02:07 AM,275,2017.38,115.14,138.0,55,24.0,12,14,,Female,Yes,145
ID0xfd8,05/15/2019 02:11 AM,02/16/2021 04:04 AM,42,234.13,153.8,16.0,8,5.0,8,1,Active,Male,Yes,57
ID0x1b81,10/09/2019 03:06 AM,07/01/2020 02:59 AM,75,571.17,284.0,34.0,13,10.0,12,3,Active,Male,No,65
ID0x17bd,11/25/2011 07:16 PM,02/03/2012 12:34 AM,76,1166.73,202.0,30.0,15,5.0,6,0,Inactive,Male,No,25
ID0x14f6,04/30/2015 02:39 AM,07/15/2016 10:56 PM,46,189.22,151.02,23.0,7,6.0,53,1,Passive,Male,Yes,94
ID0xa50,10/02/2013 03:31 PM,08/16/2016 09:06 PM,223,1093.2,150.63,81.0,55,22.0,29,12,Passive,Male,No,81
ID0xcc5,01/02/2017 08:01 PM,10/20/2020 03:45 AM,189,2657.36,276.03,94.0,47,19.0,11,7,Active,Female,No,122
ID0xa88,02/11/2012 08:11 PM,05/10/2015 08:13 AM,257,2545.64,172.2,123.0,51,35.0,36,3,Passive,Female,Yes,134
ID0x25cb,02/17/2013 11:12 PM,02/11/2020 12:11 AM,252,1813.4,96.33,142.0,47,21.0,58,4,,Male,No,132
ID0xd79,10/14/2019 04:33 PM,11/18/2019 08:13 AM,37,,108.19,18.0,8,4.0,2,1,Active,Male,No,75
ID0x2b5f,12/23/2017 01:39 PM,02/25/2018 06:38 PM,33,486.45,138.22,14.0,5,2.0,5,1,Passive,Female,No,26
ID0x2581,08/01/2012 11:20 AM,05/27/2017 07:30 AM,119,846.7,200.64,65.0,26,18.0,13,0,Passive,Male,No,138
ID0x1b03,02/13/2014 04:19 AM,12/08/2020 04:00 PM,155,1894.39,243.87,59.0,19,,26,7,Active,Male,No,110
ID0x257e,08/10/2019 09:33 PM,11/23/2019 09:03 AM,41,823.73,236.69,19.0,6,5.0,7,2,Active,Female,No,64
ID0xaf5,12/02/2012 09:39 AM,06/10/2018 09:51 AM,243,2371.08,232.26,118.0,42,17.0,30,12,Passive,Female,No,100
ID0x2afd,05/30/2010 09:14 PM,04/13/2013 05:23 PM,315,1455.58,282.18,137.0,54,40.0,34,8,Inactive,Female,Yes,147
ID0x20a6,07/28/2018 08:20 PM,04/19/2019 04:18 PM,80,952.83,179.0,31.0,17,7.0,13,3,Active,Male,Yes,67
ID0x2f5d,03/08/2016 12:28 AM,09/13/2018 05:12 PM,73,343.54,79.0,35.0,16,6.0,6,2,Passive,Female,Yes,91
ID0x1729,04/01/2014 03:05 AM,04/16/2017 07:12 PM,117,598.63,150.2,46.0,28,10.0,20,0,Passive,Male,No,113
ID0x1c16,03/19/2014 01:47 AM,03/18/2020 12:34 AM,228,623.55,208.25,83.0,45,14.0,16,5,Active,Male,Yes,194
ID0x3be1,06/10/2018 09:18 PM,02/18/2019 04:15 PM,60,353.96,219.0,22.0,11,3.0,4,2,Active,Female,No,86
ID0x1520,02/24/2018 02:14 AM,02/14/2019 11:01 PM,45,495.9,181.91,23.0,6,3.0,5,0,Active,Male,No,57
ID0x205a,11/10/2013 10:25 PM,06/02/2016 03:12 PM,55,326.76,123.0,23.0,7,5.0,55,1,Passive,Male,Yes,99
ID0x317f,05/16/2010 10:20 AM,05/17/2013 03:20 AM,298,1912.68,116.16,141.0,62,41.0,26,13,Inactive,Female,Yes,147
ID0x5b7,01/20/2017 09:23 PM,02/27/2019 08:56 AM,20,769.17,173.88,10.0,4,2.0,4,1,Active,Female,No,66
ID0x8af,02/24/2015 08:06 AM,01/18/2020 12:02 PM,116,2596.62,90.5,49.0,24,14.0,8,4,,Male,Yes,84
ID0x39e3,10/03/2018 09:22 PM,10/15/2018 05:22 PM,67,797.56,179.0,30.0,13,8.0,5,2,Passive,Female,No,74
ID0x21e0,11/02/2016 02:20 AM,01/31/2019 05:46 PM,21,516.62,80.24,10.0,4,2.0,3,1,Active,Male,Yes,98
ID0x2097,10/15/2013 02:47 AM,11/26/2013 03:34 PM,28,710.74,77.37,11.0,6,3.0,3,0,Inactive,Female,No,34
ID0x182b,07/12/2017 12:42 AM,07/10/2019 02:37 PM,26,484.37,224.19,13.0,5,2.0,2,1,Active,Female,No,57
ID0x169b,06/03/2017 01:15 PM,04/02/2019 09:20 AM,41,243.88,91.23,21.0,6,6.0,1,1,Active,Female,No,76
ID0x1385,06/17/2019 11:11 PM,02/11/2020 01:36 PM,42,164.6,156.88,19.0,10,7.0,8,0,Active,Female,Yes,52
ID0x144f,12/03/2018 09:27 AM,08/23/2019 11:08 AM,71,400.76,169.0,33.0,16,6.0,16,2,Active,Male,Yes,103
ID0x1501,10/20/2014 11:31 PM,06/02/2018 08:52 PM,139,1485.22,103.06,53.0,19,18.0,29,1,Passive,Male,No,85
ID0x2a47,05/08/2010 01:20 AM,04/26/2018 02:14 PM,322,662.56,90.79,,58,22.0,19,18,Passive,Male,No,24
ID0x169c,06/30/2016 02:13 PM,07/06/2017 01:35 PM,64,700.09,128.0,34.0,13,7.0,2,1,Passive,Male,No,78
ID0x2693,06/10/2018 12:07 AM,09/24/2018 12:11 AM,73,112.08,112.0,24.0,16,6.0,14,2,Passive,Male,No,58
ID0x3ad1,05/28/2014 10:58 AM,10/19/2014 11:35 AM,30,785.5,219.15,16.0,4,2.0,5,1,Inactive,Female,Yes,73
ID0x2ef9,05/08/2014 08:58 PM,11/04/2017 10:56 PM,120,1697.38,274.68,62.0,25,21.0,5,3,Passive,Female,No,79
ID0x22f9,11/07/2014 03:12 PM,04/20/2017 02:06 PM,65,810.64,268.0,37.0,12,8.0,3,11,Passive,Male,No,26
ID0x3cf2,11/06/2017 05:24 AM,11/02/2018 05:58 PM,50,761.37,116.33,25.0,7,8.0,9,1,Passive,Male,No,37
ID0x846,11/16/2012 09:12 AM,05/28/2013 02:58 AM,25,561.72,223.62,10.0,5,1.0,2,0,Inactive,Male,No,38
ID0x3a54,07/22/2012 12:40 PM,02/04/2017 05:05 PM,226,1675.24,186.4,92.0,33,15.0,12,23,Passive,Female,No,73
ID0x316b,02/24/2015 05:10 PM,01/06/2017 01:39 AM,76,903.04,183.0,41.0,16,12.0,13,2,Passive,Female,No,67
ID0x2dfc,11/09/2012 10:01 AM,01/26/2017 12:57 PM,340,1882.1,317.19,182.0,40,48.0,77,3,Passive,Male,No,106
ID0x17c8,01/20/2015 10:09 AM,02/24/2017 01:23 AM,71,702.27,97.0,35.0,12,4.0,16,2,,Male,No,57
ID0x3953,04/22/2011 12:09 AM,02/06/2013 05:25 PM,71,498.4,203.0,26.0,17,10.0,13,2,Inactive,Female,No,25
ID0x1e6f,12/27/2016 05:36 AM,12/09/2020 12:22 PM,285,1302.64,132.21,109.0,50,48.0,26,2,Active,Female,No,112
ID0x1ba9,05/24/2018 06:52 PM,09/22/2018 05:12 AM,59,,125.0,26.0,11,3.0,3,1,Passive,Male,No,20
ID0x333e,10/07/2013 12:48 AM,11/23/2017 07:25 AM,299,1488.83,324.1,120.0,44,47.0,65,9,Passive,Female,No,141
ID0x10f4,01/27/2017 06:37 PM,01/11/2020 05:58 PM,172,1418.87,242.78,60.0,26,18.0,10,5,Active,Female,No,104
ID0x1c08,07/13/2017 07:34 PM,02/27/2019 10:05 AM,24,619.71,208.88,12.0,6,1.0,3,0,Active,Female,No,29
ID0x4af,02/10/2020 01:23 PM,04/10/2020 11:50 PM,72,405.18,224.0,26.0,16,10.0,7,2,Active,Male,No,103
ID0x18cc,03/06/2012 09:42 AM,07/23/2015 05:39 AM,83,98.94,108.0,43.0,16,10.0,15,1,Passive,Female,No,25
ID0xc31,07/17/2015 02:57 AM,11/29/2018 03:01 PM,109,590.8,265.02,60.0,26,14.0,18,5,Passive,Male,No,111
ID0x152b,08/02/2018 01:15 AM,09/05/2020 11:47 PM,55,379.19,184.0,17.0,72,3.0,2,0,Active,Male,Yes,84
ID0x1afd,01/02/2019 05:10 PM,05/21/2020 10:54 PM,52,240.73,145.0,26.0,6,4.0,52,2,Active,Male,No,95
ID0x2d16,11/30/2018 01:16 PM,11/11/2019 11:13 PM,69,226.78,160.0,28.0,16,10.0,15,2,Active,Female,No,112
ID0x340f,07/21/2011 07:31 PM,12/05/2020 04:31 AM,102,481.97,318.6,50.0,17,18.0,24,5,Active,Male,No,82
ID0x1e58,05/14/2015 12:21 AM,12/09/2019 06:16 PM,350,1103.95,314.51,201.0,66,52.0,43,19,Active,Male,No,69
ID0x342c,03/08/2017 04:46 PM,01/17/2019 09:07 PM,75,241.71,193.0,26.0,15,9.0,5,0,Active,Female,No,85
ID0x2d52,10/28/2016 11:24 AM,03/09/2018 11:30 PM,53,351.24,170.0,30.0,11,3.0,5,0,Passive,Male,No,32
ID0x2a0f,09/19/2012 04:28 PM,01/28/2016 11:47 PM,318,2122.22,221.68,131.0,75,45.0,47,4,Passive,Male,No,144
ID0x168f,06/06/2015 08:32 AM,02/21/2018 11:00 PM,40,879.04,104.1,21.0,6,5.0,2,1,Passive,Female,No,75
ID0x177a,10/11/2016 06:21 PM,04/05/2018 04:10 PM,70,,111.0,23.0,11,4.0,6,0,Passive,Male,No,79
ID0x3416,02/10/2020 11:31 AM,10/10/2020 05:41 PM,28,125.37,88.88,13.0,3,2.0,3,0,Active,Male,No,41
ID0x2dc8,07/14/2018 10:30 PM,02/13/2020 07:15 PM,80,,106.0,26.0,14,12.0,6,4,Active,Female,No,79
ID0x39eb,,01/23/2018 10:05 PM,140,930.5,132.35,70.0,22,23.0,23,7,Passive,Male,No,117
ID0x2555,12/21/2019 05:23 AM,05/11/2020 03:30 PM,33,675.0,195.39,15.0,7,2.0,2,1,Active,Female,No,77
ID0x1812,02/15/2020 11:17 PM,12/11/2020 10:35 AM,32,746.19,89.41,17.0,6,4.0,4,0,Active,Male,No,72
ID0x1d0d,01/05/2011 08:56 PM,05/18/2020 06:12 AM,254,974.1,198.96,136.0,52,43.0,51,5,Active,Male,No,142
ID0xbff,06/27/2017 08:00 PM,07/01/2017 09:49 PM,80,1041.88,135.0,36.0,14,8.0,13,0,Passive,Female,No,29
ID0x3067,01/17/2012 03:58 PM,12/08/2014 01:22 PM,213,2598.43,208.92,92.0,51,26.0,38,9,Inactive,Male,No,91
ID0x1e59,08/21/2015 07:40 AM,10/24/2019 03:13 AM,305,672.76,311.67,123.0,70,47.0,22,3,Active,Male,No,147
ID0x1082,02/08/2018 01:46 PM,03/31/2019 02:56 PM,40,796.7,163.66,18.0,7,5.0,6,0,Active,Female,No,26
ID0xfbf,07/30/2016 05:27 PM,10/26/2016 07:02 PM,78,818.15,175.0,34.0,13,8.0,17,3,Passive,Female,Yes,98
ID0x2fe0,05/22/2013 09:41 PM,03/31/2017 03:32 AM,216,962.7,328.46,124.0,54,23.0,20,10,Passive,Male,No,90
ID0x2ddd,01/15/2012 06:57 PM,05/29/2014 12:34 AM,45,202.86,106.16,22.0,65,3.0,9,0,Inactive,Male,Yes,85
ID0x1c5f,06/21/2011 10:01 PM,07/16/2011 06:52 PM,22,747.35,125.27,9.0,4,2.0,4,1,Inactive,Female,No,49
ID0x2954,06/04/2016 12:41 PM,06/27/2019 07:46 AM,146,,118.31,77.0,28,19.0,13,8,Active,Male,No,123
ID0x1ea1,02/11/2019 02:04 AM,02/14/2019 12:26 AM,57,307.48,257.0,18.0,7,3.0,5,2,Active,Female,No,95
ID0x1d61,01/20/2019 09:06 PM,10/17/2020 07:25 AM,34,405.46,98.16,16.0,7,4.0,3,1,Active,Male,No,48
ID0x2a15,08/05/2018 06:36 AM,07/21/2020 12:13 AM,58,949.83,187.0,28.0,14,6.0,3,0,Active,Male,No,115
ID0x1ef9,07/03/2010 02:02 PM,12/01/2019 08:29 AM,135,2355.57,221.7,54.0,29,10.0,9,3,Active,Male,No,106
ID0xbf6,06/21/2011 05:43 PM,09/22/2012 06:01 AM,35,76.34,193.14,12.0,5,3.0,8,2,Inactive,Female,No,29
ID0x75e,07/15/2017 03:50 AM,04/24/2018 05:07 PM,38,157.73,104.3,13.0,4,6.0,1,1,Passive,Male,No,18
ID0xe19,12/31/2010 08:48 PM,01/31/2018 08:47 AM,194,1871.66,154.93,64.0,36,10.0,21,3,Passive,Female,No,122
ID0x240e,02/09/2016 12:50 AM,03/15/2020 01:42 AM,139,1572.28,181.39,48.0,28,19.0,13,3,Active,Male,No,82
ID0xf70,09/25/2016 09:18 PM,12/25/2017 03:14 PM,71,379.71,185.0,30.0,17,4.0,13,1,Passive,Male,No,72
ID0x3335,11/29/2017 10:56 AM,01/26/2018 01:09 PM,73,680.36,167.0,41.0,12,5.0,7,0,Passive,Male,No,58
ID0x2de4,12/20/2011 07:53 AM,03/05/2020 04:21 PM,105,484.66,262.31,41.0,19,17.0,11,3,Active,Male,No,100
ID0x1fcb,12/11/2016 08:03 AM,06/16/2018 01:46 PM,40,768.97,220.03,19.0,6,6.0,3,0,Passive,Male,No,70
ID0x3fb3,01/14/2011 08:33 PM,07/25/2017 07:10 PM,289,872.62,244.14,95.0,47,33.0,25,8,Passive,Male,Yes,121
ID0x10b6,10/04/2017 08:42 PM,08/31/2019 06:58 AM,66,695.25,131.0,36.0,12,,13,3,Active,Female,Yes,115
ID0x1716,02/18/2017 01:39 PM,11/17/2017 07:26 PM,32,922.26,132.36,18.0,6,4.0,3,1,Passive,Male,Yes,57
ID0xe66,04/28/2017 04:47 AM,10/16/2020 12:08 PM,232,1835.06,100.11,79.0,48,17.0,23,0,Active,Female,Yes,168
ID0x3d88,12/03/2013 01:46 AM,03/28/2015 10:47 PM,342,131.55,144.0,22.0,12,2.0,3,1,Passive,Male,Yes,64
ID0x1bfa,09/11/2019 03:45 AM,01/15/2021 09:29 AM,74,142.99,171.0,32.0,17,9.0,7,3,Active,Male,No,70
ID0x809,05/07/2019 06:35 AM,03/02/2020 06:28 PM,52,838.19,130.0,17.0,11,4.0,8,0,Active,Female,No,102
ID0x1701,11/26/2015 03:32 AM,09/14/2018 12:56 PM,217,2105.09,136.08,72.0,37,38.0,18,11,Passive,Male,No,101
ID0x36f3,07/16/2012 08:47 AM,09/28/2013 11:29 AM,36,487.66,169.39,13.0,5,3.0,1,1,Inactive,Male,No,21
ID0x3b65,02/26/2020 01:47 PM,07/19/2020 03:52 AM,73,350.18,192.0,39.0,9,3.0,15,1,Active,Male,Yes,106
ID0x1aac,09/22/2014 06:53 AM,07/25/2016 03:32 PM,62,605.11,251.0,29.0,7,5.0,3,2,Passive,Male,No,58
ID0x2831,06/10/2015 05:47 AM,09/19/2019 01:51 PM,118,2556.93,204.54,58.0,24,16.0,11,6,Active,Female,No,117
ID0x1290,10/10/2010 04:17 AM,06/29/2014 11:39 PM,546,399.93,98.45,109.0,30,29.0,60,13,Inactive,Male,No,115
ID0x39d4,09/19/2013 05:43 PM,06/25/2016 06:42 AM,96,167.34,281.0,48.0,23,,19,1,Passive,Male,No,52
ID0x9a7,10/26/2014 09:00 PM,03/09/2015 03:52 PM,44,876.49,137.78,21.0,9,7.0,5,2,Passive,Male,Yes,66
ID0x8d1,10/25/2014 10:43 AM,09/22/2020 06:33 PM,345,1582.58,105.81,176.0,54,22.0,56,14,Active,Female,No,87
ID0x130f,09/18/2014 11:03 AM,07/28/2020 07:30 PM,225,2316.41,174.55,89.0,52,27.0,53,0,Active,Female,No,84
ID0x25ac,11/18/2010 01:06 PM,02/21/2014 01:21 AM,203,1037.46,202.01,74.0,44,18.0,9,10,Inactive,Male,No,100
ID0x362b,06/25/2012 03:58 PM,10/25/2016 10:32 PM,272,1209.27,251.71,117.0,57,46.0,14,0,,Female,No,141
ID0x1c3a,09/11/2017 09:52 AM,10/11/2017 11:17 AM,56,293.13,214.0,28.0,8,9.0,63,11,Passive,Female,No,64
ID0x724,08/04/2016 06:49 PM,11/08/2017 08:29 AM,51,669.7,143.0,24.0,12,5.0,10,2,Passive,Male,No,33
ID0x3e0d,03/25/2012 02:12 AM,03/18/2018 09:49 AM,80,896.97,114.0,35.0,19,4.0,16,2,Passive,Male,No,67
ID0x2f60,08/19/2011 08:16 AM,05/05/2019 04:52 PM,250,2638.12,185.86,138.0,53,44.0,56,18,,Male,Yes,148
ID0x383e,04/08/2015 09:24 PM,08/01/2015 03:28 AM,79,714.71,103.0,28.0,17,8.0,4,3,Passive,Male,No,24
ID0x3e2e,03/20/2016 02:40 AM,12/01/2018 11:15 AM,20,627.58,122.35,7.0,4,1.0,3,0,Passive,Female,No,19
ID0x6ba,07/29/2010 07:20 PM,04/10/2012 09:50 PM,33,607.32,190.02,11.0,7,2.0,3,0,Inactive,Male,No,38
ID0x2bd9,08/03/2013 11:34 PM,04/19/2019 03:09 PM,107,2409.43,226.68,43.0,23,5.0,8,5,Active,Female,Yes,126
ID0x216f,06/12/2013 12:10 PM,06/03/2019 10:53 AM,238,748.2,301.46,133.0,31,14.0,30,3,Active,Male,No,71
ID0x220d,05/13/2012 09:56 AM,08/02/2020 07:03 AM,259,2196.2,152.3,101.0,39,29.0,55,7,Active,Male,No,124
ID0x2c77,07/11/2011 09:41 AM,12/01/2013 09:49 PM,77,,120.0,34.0,13,,17,2,Inactive,Male,No,43
ID0x2f30,08/30/2019 12:48 PM,04/12/2020 06:40 PM,54,995.58,94.0,22.0,13,4.0,5,2,Active,Female,No,113
ID0x2a23,11/13/2012 10:51 PM,02/15/2017 06:32 AM,203,1361.42,106.17,116.0,35,36.0,44,9,Passive,Female,No,149
ID0x1f24,08/08/2010 08:05 PM,04/16/2015 10:45 PM,244,2302.78,104.34,120.0,47,33.0,29,1,Passive,Male,No,136
ID0x1b34,12/30/2011 07:02 PM,05/14/2012 11:38 AM,68,623.94,160.0,27.0,14,7.0,3,3,Inactive,Male,No,43
ID0x16e4,03/31/2015 10:06 PM,05/03/2018 02:14 PM,114,459.32,88.19,47.0,24,9.0,12,2,Passive,Female,Yes,103
ID0x3e37,10/01/2016 02:43 AM,09/16/2019 01:55 AM,231,2271.24,294.03,133.0,49,17.0,33,5,Active,Male,No,122
ID0x3bfb,12/15/2018 09:16 AM,04/16/2020 09:19 AM,26,589.01,200.48,11.0,4,1.0,6,0,Active,Female,No,72
